02011950,New York Knicks,87,St. Louis Bombers,73
02011950,Chicago Stags,98,Baltimore Bullets,81
02011950,Anderson Packers,98,Boston Celtics,106
02011950,Tri-Cities Blackhawks,72,Philadelphia Warriors,83
02011950,Waterloo Hawks,79,Syracuse Nationals,103
02011950,Anderson Packers,70,Baltimore Bullets,90
02011950,Waterloo Hawks,82,Boston Celtics,100
02011950,Chicago Stags,78,Rochester Royals,82
02011950,New York Knicks,76,Washington Capitols,71
02011950,Chicago Stags,77,Boston Celtics,70
02011950,Anderson Packers,85,Fort Wayne Pistons,95
02011950,Philadelphia Warriors,67,Minneapolis Lakers,100
02011950,Rochester Royals,73,New York Knicks,65
02011950,Indianapolis Olympians,64,St. Louis Bombers,76
02011950,Baltimore Bullets,87,Syracuse Nationals,96
02011950,Sheboygan Red Skins,71,Tri-Cities Blackhawks,86
02011950,Philadelphia Warriors,75,Anderson Packers,77
02011950,Chicago Stags,91,Boston Celtics,86
02011950,Fort Wayne Pistons,83,Denver Nuggets,67
02011950,Washington Capitols,81,Indianapolis Olympians,88
02011950,St. Louis Bombers,84,Rochester Royals,90
02011950,St. Louis Bombers,84,New York Knicks,82
02011950,Sheboygan Red Skins,81,Syracuse Nationals,106
02011950,Philadelphia Warriors,94,Tri-Cities Blackhawks,99
02011950,Washington Capitols,70,Waterloo Hawks,77
02011950,St. Louis Bombers,67,Baltimore Bullets,79
02011950,Philadelphia Warriors,64,Fort Wayne Pistons,61
02011950,Washington Capitols,59,Minneapolis Lakers,71
02011950,Tri-Cities Blackhawks,82,Sheboygan Red Skins,104
02011950,St. Louis Bombers,79,Boston Celtics,89
02011950,Anderson Packers,107,Indianapolis Olympians,76
02011950,Chicago Stags,83,Philadelphia Warriors,76
02011950,Syracuse Nationals,77,Baltimore Bullets,76
02011950,Sheboygan Red Skins,78,Denver Nuggets,108
02011950,Chicago Stags,75,New York Knicks,85
02011950,Fort Wayne Pistons,92,Rochester Royals,84
02011950,Anderson Packers,69,Washington Capitols,81
02011950,Rochester Royals,74,Fort Wayne Pistons,76
02011950,Boston Celtics,70,Minneapolis Lakers,88
02011950,Philadelphia Warriors,70,St. Louis Bombers,86
02011950,Waterloo Hawks,98,Syracuse Nationals,102
02011950,Indianapolis Olympians,95,Tri-Cities Blackhawks,89
02011950,Waterloo Hawks,80,Anderson Packers,93
02011950,Sheboygan Red Skins,67,Denver Nuggets,79
02011950,Denver Nuggets,84,Boston Celtics,78
02011950,Rochester Royals,83,Chicago Stags,74
02011950,Philadelphia Warriors,67,Indianapolis Olympians,86
02011950,Boston Celtics,78,Fort Wayne Pistons,84
02011950,Rochester Royals,70,Minneapolis Lakers,92
02011950,Baltimore Bullets,67,New York Knicks,80
02011950,Philadelphia Warriors,66,Sheboygan Red Skins,61
02011950,Indianapolis Olympians,74,Waterloo Hawks,76
02011950,Tri-Cities Blackhawks,85,Washington Capitols,81
02011950,Fort Wayne Pistons,77,Baltimore Bullets,83
02011950,Anderson Packers,95,Denver Nuggets,86
02011950,Minneapolis Lakers,72,St. Louis Bombers,71
02011950,Tri-Cities Blackhawks,74,Syracuse Nationals,105
02011950,Rochester Royals,81,Boston Celtics,73
02011950,Waterloo Hawks,74,Minneapolis Lakers,80
02011950,Fort Wayne Pistons,68,Philadelphia Warriors,67
02011950,Philadelphia Warriors,100,Baltimore Bullets,73
02011950,Rochester Royals,94,Boston Celtics,73
02011950,Fort Wayne Pistons,84,New York Knicks,80
02011950,Tri-Cities Blackhawks,116,Waterloo Hawks,93
02011950,Indianapolis Olympians,79,Washington Capitols,81
02011950,Anderson Packers,85,Denver Nuggets,86
02011950,Baltimore Bullets,71,Fort Wayne Pistons,79
02011950,Chicago Stags,83,Minneapolis Lakers,96
02011950,New York Knicks,92,Rochester Royals,105
02011950,Sheboygan Red Skins,65,St. Louis Bombers,72
02011950,Indianapolis Olympians,78,Syracuse Nationals,82
02011950,Tri-Cities Blackhawks,63,Waterloo Hawks,84
02011950,Baltimore Bullets,64,Chicago Stags,72
02011950,Syracuse Nationals,78,Denver Nuggets,89
02011950,Sheboygan Red Skins,83,Indianapolis Olympians,78
02011950,New York Knicks,84,Philadelphia Warriors,73
02011950,Washington Capitols,76,Rochester Royals,84
02011950,St. Louis Bombers,57,Minneapolis Lakers,100
02011950,Washington Capitols,81,New York Knicks,89
02011950,Anderson Packers,90,Tri-Cities Blackhawks,81
02011950,Baltimore Bullets,84,Waterloo Hawks,77
02011950,Philadelphia Warriors,77,Boston Celtics,82
02011950,Syracuse Nationals,108,Denver Nuggets,80
02011950,Waterloo Hawks,86,Sheboygan Red Skins,81
02011950,Fort Wayne Pistons,74,St. Louis Bombers,72
02011950,Baltimore Bullets,73,Tri-Cities Blackhawks,82
02011950,Washington Capitols,74,Boston Celtics,89
02011950,St. Louis Bombers,62,Chicago Stags,77
02011950,Syracuse Nationals,72,Indianapolis Olympians,67
02011950,Baltimore Bullets,77,Philadelphia Warriors,69
02011950,Boston Celtics,82,Baltimore Bullets,66
02011950,Chicago Stags,79,New York Knicks,86
02011950,Minneapolis Lakers,64,Rochester Royals,66
02011950,Sheboygan Red Skins,66,Tri-Cities Blackhawks,74
02011950,Philadelphia Warriors,92,Washington Capitols,80
02011950,Waterloo Hawks,100,Denver Nuggets,76
02011950,Washington Capitols,81,Fort Wayne Pistons,78
02011950,Tri-Cities Blackhawks,66,Minneapolis Lakers,80
02011950,Indianapolis Olympians,107,Sheboygan Red Skins,86
02011950,Rochester Royals,81,St. Louis Bombers,79
02011950,Chicago Stags,64,Syracuse Nationals,73
02011950,Syracuse Nationals,73,Anderson Packers,97
02011950,Chicago Stags,79,Boston Celtics,77
02011950,Tri-Cities Blackhawks,110,Denver Nuggets,75
02011950,Syracuse Nationals,72,Indianapolis Olympians,110
02011950,Fort Wayne Pistons,65,Minneapolis Lakers,71
02011950,Chicago Stags,69,Rochester Royals,74
02011950,Washington Capitols,75,Chicago Stags,76
02011950,Tri-Cities Blackhawks,97,Denver Nuggets,80
02011950,Baltimore Bullets,76,New York Knicks,82
02011950,Boston Celtics,64,Philadelphia Warriors,77
02011950,Fort Wayne Pistons,75,St. Louis Bombers,70
02011950,Syracuse Nationals,93,Waterloo Hawks,72
02011950,Denver Nuggets,72,Anderson Packers,85
02011950,Minneapolis Lakers,88,Baltimore Bullets,68
02011950,New York Knicks,81,Boston Celtics,72
02011950,St. Louis Bombers,61,Fort Wayne Pistons,91
02011950,Syracuse Nationals,85,Sheboygan Red Skins,95
02011950,Chicago Stags,88,Washington Capitols,91
02011950,Tri-Cities Blackhawks,96,Indianapolis Olympians,83
02011950,Minneapolis Lakers,61,Philadelphia Warriors,66
02011950,Chicago Stags,72,Baltimore Bullets,77
02011950,Minneapolis Lakers,84,New York Knicks,75
02011950,Fort Wayne Pistons,70,Rochester Royals,73
02011950,Boston Celtics,75,Washington Capitols,95
02011950,Anderson Packers,89,Chicago Stags,73
02011950,Rochester Royals,65,Fort Wayne Pistons,60
02011950,Indianapolis Olympians,92,Sheboygan Red Skins,87
02011950,Philadelphia Warriors,67,St. Louis Bombers,71
02011950,Minneapolis Lakers,75,Syracuse Nationals,84
02011950,Denver Nuggets,80,Tri-Cities Blackhawks,91
